title,link,播放量,弹幕数,上传时间,up主
舰长：芽衣打篮球的样子，真的很像蔡徐坤呢！,//www.bilibili.com/video/BV1Kb411L761?from=search&seid=8638606794318658283,1.4万,46,2019-04-19,石竹大大
猫和老鼠：汤姆和布奇模仿蔡徐坤打篮球,//www.bilibili.com/video/BV1cb411L7em?from=search&seid=8638606794318658283,1.1万,36,2019-04-18,叶晨icon
在大学课堂上向老师同学放蔡徐坤打篮球会怎样？,//www.bilibili.com/video/BV1tb411j7tp?from=search&seid=8638606794318658283,1.8万,10,2019-04-16,-Penrose-
力元君原地删除蔡徐坤打球视频，还有哲别君，阿吗粽,//www.bilibili.com/video/BV1Eb411T79S?from=search&seid=8638606794318658283,1.9万,2,2019-04-14,小鱼仔c
今天李云龙休假不亮剑了，东兴乌鸦哥看到蔡徐坤打篮球后的反应....,//www.bilibili.com/video/BV1rb411M7cx?from=search&seid=10501913490484361762,1.9万,52,2019-04-11,_西卡
【鸡你太美】当书记遇到蔡徐坤会发生什么⊙∀⊙？,//www.bilibili.com/video/BV1ab411M7Sj?from=search&seid=10501913490484361762,9943,84,2019-04-11,风酱大魔王A
打篮球的蔡徐坤参演恐怖片会发生什么？,//www.bilibili.com/video/BV1Tb411M7fW?from=search&seid=10501913490484361762,1.5万,91,2019-04-11,粗犷毛线君
六小灵童是怎么评价蔡徐坤打篮球的？,//www.bilibili.com/video/BV1pb411T75K?from=search&seid=10501913490484361762,1.9万,45,2019-04-09,局长今天想早睡
【An手绘动画】手绘25帧率50张图尝鲜，打造全网还原度最高蔡徐坤打篮球！（尝鲜试做，播放量高爆肝）,//www.bilibili.com/video/BV1Jb411u7cz?from=search&seid=10501913490484361762,1.4万,17,2019-04-07,提子很手残
【蔡徐坤打篮球】我刘醒也来打个梁非凡！,//www.bilibili.com/video/BV1ib411g7CQ?from=search&seid=10501913490484361762,1.6万,42,2019-04-05,稽籽HEM
【我的世界】蔡徐坤的球技,//www.bilibili.com/video/BV1sb411W7tE?from=search&seid=10501913490484361762,1.6万,27,2019-04-04,Medit_4
【蔡徐坤】使用凌波微步打篮球，因而参加了美国校队,//www.bilibili.com/video/BV1Hb411s7No?from=search&seid=10501913490484361762,1.7万,68,2019-03-31,是鸡腿子呀
【剑网三】你奶人像蔡徐坤,//www.bilibili.com/video/BV1xb411s79C?from=search&seid=10501913490484361762,1.4万,43,2019-03-31,在逃人员嘉某
蔡徐坤打篮球视频绿幕素材,//www.bilibili.com/video/BV1zb411W73G?from=search&seid=10501913490484361762,1.6万,2,2019-03-30,你为何看我名字
【鸡你太美】蔡徐坤现场激燃完整版＋篮球版鸡你太美 让你一次鸡个够,//www.bilibili.com/video/BV1Lb411t71f?from=search&seid=10501913490484361762,1.8万,94,2019-03-26,糞山尿海
【爆笑定格】我的drive居然偷偷模仿蔡徐坤打篮球？！,//www.bilibili.com/video/BV1Wb41177gu?from=search&seid=10501913490484361762,1.4万,35,2019-03-22,算无遗策の李可酱
沙雕妹子挑战蔡徐坤打篮球……坤坤真的很努力了,//www.bilibili.com/video/BV1Ub411v7Zi?from=search&seid=10501913490484361762,1.7万,25,2019-03-09,师叔酱w
蔡徐坤确实在美国打球狂砍52分9抢断4盖帽,//www.bilibili.com/video/BV1mb411q7tw?from=search&seid=10501913490484361762,2.0万,19,2019-03-07,A啊宝船长
蔡徐坤的球技究竟如何？让孙笑川告诉你。,//www.bilibili.com/video/BV1sb411k7DU?from=search&seid=10501913490484361762,2.0万,93,2019-01-31,LEMON-KILLER
蔡徐坤打篮球被偶遇，花式运球球技提高不少，却意外暴露真实身高,//www.bilibili.com/video/BV1cT4y1w7Tw?from=search&seid=10501913490484361762,44,0,2020-10-11,黎视频
当蔡徐坤来到逃跑,//www.bilibili.com/video/BV1Qz4y1R71N?from=search&seid=10501913490484361762,4576,2,2020-05-06,Novally
当外国人看见蔡徐坤打篮球～鸡你太美后,//www.bilibili.com/video/BV1JK411K7yW?from=search&seid=10501913490484361762,604,3,2020-09-14,-小何
“我曾经以为打篮球是我的特长”蔡徐坤自嘲式回应篮球梗 这样的坤制作人你喜欢吗？,//www.bilibili.com/video/BV1ME41137QT?from=search&seid=10501913490484361762,6584,2,2020-03-15,天目新闻
打球这事我站蔡徐坤,//www.bilibili.com/video/BV1HE411G7wc?from=search&seid=10501913490484361762,4949,16,2020-03-14,ECBALL
蔡徐坤回应b站鬼畜,//www.bilibili.com/video/BV18E41157RF?from=search&seid=381604314533906935,6327,1,2020-03-13,DemonTao
忘了蔡徐坤吧 这才是真正的唱跳rap和篮球!,//www.bilibili.com/video/BV1kj411f79d?from=search&seid=381604314533906935,4440,30,2020-02-23,玩具自己玩
蔡徐坤打篮球原版视频无水印,//www.bilibili.com/video/BV1cJ411z7zi?from=search&seid=381604314533906935,9341,0,2019-12-01,模糊tc
你们是要洗白蔡徐坤吗？跪族篮孩出来谢罪！,//www.bilibili.com/video/BV1ME411f7hb?from=search&seid=381604314533906935,9152,23,2019-10-08,烟花刺客联盟
【官方吐槽蔡徐坤】谁说蔡徐坤上不了台面，央视主持人也来模仿鸡你太美了,//www.bilibili.com/video/BV1y4411z7Nt?from=search&seid=381604314533906935,1.1万,40,2019-08-25,洛杉矶湖人2020总冠军
蔡徐坤过气后逛其微博会发生什么？,//www.bilibili.com/video/BV1Tt411E7m6?from=search&seid=381604314533906935,1.3万,29,2019-07-24,BetterのLife
【蔡徐坤】篮球巨头对你发起了不要笑挑战,//www.bilibili.com/video/BV1ut411n7Gb?from=search&seid=381604314533906935,1.0万,129,2019-07-19,青蛀Rity
【蔡徐坤】拼多多网购记【高清版】,//www.bilibili.com/video/BV1e4411w7Qp?from=search&seid=381604314533906935,9963,64,2019-07-03,贱多拾犷的BAY
女生漫展唱跳rap《鸡你太美》全场跟唱 场面火爆（出镜就是UP主/蔡徐坤舞蹈）,//www.bilibili.com/video/BV1Px411Z7tv?from=search&seid=381604314533906935,9620,82,2019-06-25,樱萍Apple
穿着蔡徐坤鸡你太美的制服去试吃肯德 基老爷爷♂的新品会发生什么？,//www.bilibili.com/video/BV1M4411N7C3?from=search&seid=381604314533906935,1.3万,77,2019-06-09,不沙雕的颜老师
(航天模拟器)蔡徐坤机甲,//www.bilibili.com/video/BV144411M7N7?from=search&seid=381604314533906935,1.4万,62,2019-06-05,Oo晨星吖oO
鸡泥太美！用粘土捏出正在打篮球的蔡徐坤！！,//www.bilibili.com/video/BV1F4411W7q1?from=search&seid=381604314533906935,1.2万,35,2019-05-28,暴躁老妹王德彪
003次 闲聊TALK：【娱乐圈需要冷静】reaction感受 王晨艺 蔡徐坤篮球鬼畜 吴亦凡 王源抽烟 火箭少女等【看法】 5.25录屏 @ALLY李易臻,//www.bilibili.com/video/BV1y4411p7rr?from=search&seid=381604314533906935,1.3万,231,2019-05-27,ALLY李易臻
【蔡徐坤玩鸡蛋】真的好帅（衰）哦！！！,//www.bilibili.com/video/BV1f4411W76f?from=search&seid=381604314533906935,1.2万,27,2019-05-25,大仝小异
2019蔡徐坤摩尔庄园夏季巡回演唱会,//www.bilibili.com/video/BV184411E7CF?from=search&seid=381604314533906935,1.2万,46,2019-05-19,Smolleff小艾芙
【蔡徐坤vs空之律者】特效向 最后一球 泪目慎入  纵使黑云蔽日，我也要鸡你太美，带你一起打篮球,//www.bilibili.com/video/BV1t441177vb?from=search&seid=381604314533906935,1.2万,127,2019-05-17,弦骄日记
【蔡徐坤+六小龄童】蔡徐坤大战孙悟空,//www.bilibili.com/video/BV1u4411e7hH?from=search&seid=381604314533906935,1.3万,85,2019-05-11,奈南川
黑人兄弟看蔡徐坤打篮球，差点笑死,//www.bilibili.com/video/BV1y4411Y7JB?from=search&seid=381604314533906935,1.5万,20,2019-05-11,榴恋视频
最恐怖的蔡徐坤，未满30禁止入内【关灯以后蔡徐坤版】,//www.bilibili.com/video/BV1R4411e7ff?from=search&seid=381604314533906935,1.1万,97,2019-05-08,UlD58008816
【疯狂卡点/鬼畜】用蔡徐坤打篮球方式打开大碗宽面——坤坤爆笑篮球第二弹：大碗宽面,//www.bilibili.com/video/BV1n4411x7d4?from=search&seid=381604314533906935,1.6万,24,2019-05-02,玄魂殇
用抖音的方式打开蔡徐坤打篮球,//www.bilibili.com/video/BV124411t78s?from=search&seid=13744526703341068592,1.5万,61,2019-05-01,福建呼保义
某up竟女装模仿蔡徐坤打篮球 鸡你太美,//www.bilibili.com/video/BV174411t7D8?from=search&seid=13744526703341068592,1.4万,74,2019-05-01,呵呵菌HE
#全勤挑战#  【万花筒血轮眼无限月读】蔡徐坤打篮球,//www.bilibili.com/video/BV1L4411t7UT?from=search&seid=13744526703341068592,1.2万,84,2019-04-30,铲屎官灬啊溜根
【打篮球的小姑娘】蔡徐坤教你打篮球,//www.bilibili.com/video/BV1w441187Pe?from=search&seid=13744526703341068592,8157,78,2019-04-29,徐小强鸭
当毛子看蔡徐坤打篮球……wdnmd,//www.bilibili.com/video/BV1n4411b7pN?from=search&seid=13744526703341068592,1.5万,18,2019-04-27,JERRY_official
阴阳师不知火第三次削弱，朴狗终于忍不住给客服打电话。朴狗：我买了票，为什么蔡徐坤不打篮球了？,//www.bilibili.com/video/BV1h4411h7Zh?from=search&seid=13744526703341068592,1.5万,18,2019-04-27,暑假过了我初一
【鬼畜教程】如何将蔡徐坤手里的篮球换成灭霸(鸡你太美),//www.bilibili.com/video/BV1B441187P3?from=search&seid=13744526703341068592,1.3万,14,2019-04-25,墨染ART
「顶风作案」B站妖王竟然直播 用卡祖笛吹 蔡徐坤打篮球片段【E57君】,//www.bilibili.com/video/BV1bb411G7oL?from=search&seid=13744526703341068592,1.5万,34,2019-04-24,E57君
各路大神模仿蔡徐坤打篮球合集！笑死了我厚葬你！,//www.bilibili.com/video/BV1Tb411L7Hg?from=search&seid=13744526703341068592,1.3万,131,2019-04-19,丶兰香几度愁
假面骑士鲲骑？？召唤蔡徐坤战斗的骑士,//www.bilibili.com/video/BV1sb411j7fV?from=search&seid=13744526703341068592,1.2万,14,2019-04-16,随便的随便好随便
蔡徐坤联动jojo最新单曲《kunkunの奇妙冒险》,//www.bilibili.com/video/BV1gb411j7vB?from=search&seid=13744526703341068592,1.1万,55,2019-04-15,月下の绅士
各大评委点评蔡徐坤选秀,//www.bilibili.com/video/BV1Lb411j7oi?from=search&seid=13744526703341068592,1.2万,70,2019-04-15,数星星
老外模仿蔡徐坤老师灵魂运球 蔡老师都已经火到北美去了 - YouTube,//www.bilibili.com/video/BV1wb411j7fT?from=search&seid=13744526703341068592,1.5万,12,2019-04-15,M_E_T_A
王司徒和诸葛亮一起骂蔡徐坤打篮球,//www.bilibili.com/video/BV1yb411L7Z8?from=search&seid=13744526703341068592,1.5万,41,2019-04-14,夜光鸡
蔡徐坤打篮球!在配上B站神曲!莫名带感？？？,//www.bilibili.com/video/BV1Gb411T7pG?from=search&seid=13744526703341068592,1.6万,80,2019-04-14,元辰hsy
貌似蔡徐坤这边把b战告了 要求删除视频上一个发律师函的是卢本伟233333不知道这位……我现在满脑子全是坤坤被篮球砸…………,//www.bilibili.com/video/BV1tb411K7y4?from=search&seid=13744526703341068592,1.6万,3,2019-04-12,正优
【XDD】我想和蔡徐坤一起打篮球！,//www.bilibili.com/video/BV1Fb411M7G4?from=search&seid=13744526703341068592,1.3万,97,2019-04-10,一线男模儿
蔡徐坤打篮球时居然能同时跳激光雨？！社会摇？！【IKUN】,//www.bilibili.com/video/BV1Lb411g7QW?from=search&seid=13744526703341068592,1.3万,63,2019-04-05,自闭子俊
吴亦凡替蔡徐坤打篮球实锤？（rap吴亦凡大碗宽面）,//www.bilibili.com/video/BV1gb411W7EB?from=search&seid=13744526703341068592,1.5万,43,2019-04-03,物理黄老师
【鸡你太美】蔡徐坤打篮球被鬼畜后,//www.bilibili.com/video/BV1Vb411s7cJ?from=search&seid=13744526703341068592,1.7万,7,2019-03-31,逸空TOP
【蔡徐坤】鸡你太美的正确打开方式！Chicken you are too beautiful！,//www.bilibili.com/video/BV1Eb411s7dN?from=search&seid=5618643279676766477,1.4万,73,2019-03-31,数星星
我竟然在DNF里模仿蔡徐坤打球？,//www.bilibili.com/video/BV1Jb411t7Hp?from=search&seid=5618643279676766477,1.4万,8,2019-03-26,GuhDoy
当鬼泣5的直男们看到蔡徐坤打篮球,//www.bilibili.com/video/BV1Kb411J7Dj?from=search&seid=5618643279676766477,1.6万,46,2019-03-20,美臣不插电
用猫和老鼠的方式打开蔡徐坤的篮球舞,//www.bilibili.com/video/BV1bb411E7jp?from=search&seid=5618643279676766477,1.5万,27,2019-03-19,苏仁勋官方账号
吴亦凡：蔡徐坤你的篮球水平太low，连魔法都不会，根本不够我skr的【只有魔法才能击败魔法】,//www.bilibili.com/video/BV1rb411C7x3?from=search&seid=5618643279676766477,1.7万,130,2019-01-29,泡虾王
王者荣耀：韩信变身蔡徐坤，还学会了打篮球，今年世冠没他我不看,//www.bilibili.com/video/BV1V5411e7CS?from=search&seid=5618643279676766477,2138,1,2020-07-16,一点解说
【蔡徐坤】近期打球视频曝光，鸡你太美,//www.bilibili.com/video/BV1uV411y7i7?from=search&seid=5618643279676766477,60,1,2020-10-09,Pluto普鲁特
盘点部分蔡徐坤打篮球表情包（第一期）,//www.bilibili.com/video/BV13f4y117C7?from=search&seid=5618643279676766477,2835,3,2020-06-25,__________呵
你 他 妈 到 底 是 谁？【蔡徐坤】cxk,//www.bilibili.com/video/BV1Ae41147nV?from=search&seid=5618643279676766477,3478,13,2020-04-09,拉布不拉多
周杰伦许嵩蔡徐坤林俊杰谁更有才华？路人说支持他，不愧是大明星,//www.bilibili.com/video/BV1BJ411H7DN?from=search&seid=5618643279676766477,6945,39,2020-01-10,年轻人留步
蔡徐坤篮球屋,//www.bilibili.com/video/BV1SJ411b7Pq?from=search&seid=5618643279676766477,6089,21,2020-01-01,一只小光芒
没有篮球，只有蔡徐坤！BW上第一次出COS就这么尬吗？【惨绿年华】,//www.bilibili.com/video/BV1LE411f7pg?from=search&seid=5618643279676766477,8462,18,2019-10-09,安立桐
【毁童年】当蔡徐坤进入了二战前线,//www.bilibili.com/video/BV1ht411K7ej?from=search&seid=5618643279676766477,9301,70,2019-08-06,Tasketcn
蔡徐坤参加B站新星计划,//www.bilibili.com/video/BV1Y4411f7ge?from=search&seid=5618643279676766477,9900,47,2019-07-31,萌萌哔哩哔哩酱
不一样的蔡徐坤打篮球（老年人跟不上热度啊，好像都过气了）,//www.bilibili.com/video/BV13t411w7kV?from=search&seid=5618643279676766477,7354,27,2019-07-31,暗冰大画渣
[蔡徐坤]×[金坷垃] 唱跳，篮球不发达，必须要有菜虚鲲,//www.bilibili.com/video/BV1Dt411w7cG?from=search&seid=5618643279676766477,6608,30,2019-07-28,釘子_Official
【蔡徐坤/评论变视频】啥笔才需捆？,//www.bilibili.com/video/BV1Et411E7am?from=search&seid=5618643279676766477,7422,58,2019-07-24,贱多拾犷的BAY
蔡徐坤打篮球原版素材无水印,//www.bilibili.com/video/BV1nt41177xo?from=search&seid=5618643279676766477,9306,34,2019-07-23,樱花开了绮丽
微博撕逼？蔡徐坤多年老粉实名制DISS周董！,//www.bilibili.com/video/BV1Tt411J7GJ?from=search&seid=5618643279676766477,9724,53,2019-07-21,黑桃AceTV
蔡徐坤的篮球啦！,//www.bilibili.com/video/BV14t411377Q?from=search&seid=5618643279676766477,7812,9,2019-07-18,KeKaoJun
蔡徐坤打篮球【核弹版】,//www.bilibili.com/video/BV1Yt411V7EU?from=search&seid=739002309831965186,1.1万,28,2019-07-14,xingyuehk
B站UP竟然用蔡徐坤打篮球出了一套物理卷子！,//www.bilibili.com/video/BV1s4411g7GA?from=search&seid=739002309831965186,9590,7,2019-06-24,FoFTG
蔡徐坤打篮球终极版！,//www.bilibili.com/video/BV1G4411G7DW?from=search&seid=739002309831965186,1.2万,19,2019-06-17,九尾人柱力鸣人
【王源x蔡徐坤】边抽烟边打篮球的样子帅极了,//www.bilibili.com/video/BV1R4411W7FG?from=search&seid=739002309831965186,1.1万,36,2019-05-29,安静的梦丶
【鸡你太美】钢琴区Up灵魂模仿蔡徐坤,//www.bilibili.com/video/BV1f441157tg?from=search&seid=739002309831965186,1.1万,24,2019-05-22,多罗西123
【蔡徐坤】巴啦啦小魔仙,//www.bilibili.com/video/BV1F4411E7Lg?from=search&seid=739002309831965186,8741,89,2019-05-18,AVA木吉
篮球场街坊，被人说打篮球像蔡徐坤是什么感觉？竟遇到“暴躁老哥”！,//www.bilibili.com/video/BV1q4411a7zv?from=search&seid=739002309831965186,1.1万,169,2019-05-13,年轻的道雀
蔡徐坤打球原版,//www.bilibili.com/video/BV1w4411Y76F?from=search&seid=739002309831965186,1.2万,16,2019-05-09,狗狗不是苟苟啦
蔡徐坤：我被一个中二病给魔改了！！！,//www.bilibili.com/video/BV1E4411i7Zf?from=search&seid=739002309831965186,1.1万,55,2019-05-05,番豆泡水
[美人鱼名场面]蔡徐坤向你发出了篮球邀请！！！,//www.bilibili.com/video/BV1j4411473P?from=search&seid=739002309831965186,1.3万,17,2019-05-03,丨一世风华丨
如果霸天剑魔亚托克斯有了蔡徐坤的语音..........霸天鸡魔！英雄联盟。,//www.bilibili.com/video/BV1x4411x7S6?from=search&seid=739002309831965186,1.1万,57,2019-05-02,永远保持决心
【三年特效】蔡徐坤除了打篮球，还会什么？（思索再三还是投吧）,//www.bilibili.com/video/BV1t4411h7bf?from=search&seid=739002309831965186,8968,58,2019-04-26,偷蜜的小熊酱
【蔡徐坤】恐怖慎入！！用恐怖片的方式打开蔡徐坤打篮球！！up要被吓死了！！！,//www.bilibili.com/video/BV1u4411h7D5?from=search&seid=739002309831965186,1.2万,128,2019-04-26,バカチルノ9
（美人鱼）之蔡徐坤进入了炉石圈！《炉石传说》传第三期,//www.bilibili.com/video/BV1d441187MQ?from=search&seid=739002309831965186,1.1万,35,2019-04-25,Lilacas
元首学习蔡徐坤打篮球,//www.bilibili.com/video/BV1xb411G7LH?from=search&seid=739002309831965186,1.2万,67,2019-04-24,时崎狂三的米酱
【蔡徐坤】竟然出现在大学军训中口号中,//www.bilibili.com/video/BV1gb41157Ua?from=search&seid=739002309831965186,1.1万,78,2019-04-17,小香猪baby
你们想要的蔡徐坤原版打篮球视频,//www.bilibili.com/video/BV1nb411j7gu?from=search&seid=739002309831965186,1.4万,28,2019-04-16,南旷珼璃
【蔡徐坤】原来蔡徐坤当时是这样提到美国校队,//www.bilibili.com/video/BV1Wb411j7HQ?from=search&seid=739002309831965186,1.2万,16,2019-04-15,你的喵喏
蔡徐坤vs李云龙,//www.bilibili.com/video/BV1Xb411L76n?from=search&seid=739002309831965186,1.1万,42,2019-04-15,Clyde_han
外国人模仿蔡徐坤灵魂运球,//www.bilibili.com/video/BV1nb411T7wJ?from=search&seid=739002309831965186,1.3万,16,2019-04-14,晓茜丶
B站UP主做什么了？他们把蔡徐坤打篮球的视频又放了12遍,//www.bilibili.com/video/BV1Zb411K7zQ?from=search&seid=2102849929034512485,1.4万,48,2019-04-13,兴趣使然的桐姥爷
前方高能：蔡徐坤的平底锅！！！,//www.bilibili.com/video/BV1kb411M7cW?from=search&seid=2102849929034512485,1.0万,45,2019-04-11,白给汪
【X-TV】给校园路人看蔡徐坤打球会有什么反应呢？,//www.bilibili.com/video/BV1Hb411M7WT?from=search&seid=2102849929034512485,8058,53,2019-04-11,陈文初
在osu里跟蔡徐坤一起打篮球/cy,//www.bilibili.com/video/BV12b411T759?from=search&seid=2102849929034512485,1.2万,14,2019-04-10,harrynhj
不要再黑蔡徐坤打篮球了，聪明的人已经用蔡式篮球升职加薪了,//www.bilibili.com/video/BV1Ub411u7ME?from=search&seid=2102849929034512485,1.3万,105,2019-04-08,秀才侃娱乐
不要再黑蔡徐坤了，他的倾情演唱《王妃》，这该死的甜美让人有点心动,//www.bilibili.com/video/BV1Cb411M7kK?from=search&seid=2102849929034512485,1.3万,38,2019-04-06,爱开黑的猫
熊孩子偷学蔡徐坤打篮球。逆子！我要跟你断绝关系！『QQ飞车手游』,//www.bilibili.com/video/BV1ub41137ag?from=search&seid=2102849929034512485,1.0万,24,2019-04-06,氪学家颜择
蔡徐坤在华农兄弟鸡窝跳鸡你太美会是什么样子的场景？,//www.bilibili.com/video/BV12b411g7sB?from=search&seid=2102849929034512485,1.4万,29,2019-04-05,热点鬼畜畜
"【法语配音】我蔡徐坤不只打篮球，还说法语！Le coq,t&#39;es beau!",//www.bilibili.com/video/BV1nb411W7L4?from=search&seid=2102849929034512485,1.3万,26,2019-04-04,律也
等你超越欧文，我蔡徐坤给你指点一二,//www.bilibili.com/video/BV15b411W73D?from=search&seid=2102849929034512485,1.2万,5,2019-04-03,一玄菌
【蔡徐坤】面筋哥也来学蔡徐坤打球啦！！！,//www.bilibili.com/video/BV1gb411W7h8?from=search&seid=2102849929034512485,1.3万,62,2019-04-03,今天你搬了几块砖
美国篮球校队黑哥看【蔡徐坤打篮球】他太花哨咯！？,//www.bilibili.com/video/BV1Fb411W7CH?from=search&seid=2102849929034512485,1.3万,25,2019-04-03,尚霖明择
倒放蔡徐坤打篮球的视频会怎么样？,//www.bilibili.com/video/BV1Db411p7zA?from=search&seid=2102849929034512485,1.3万,52,2019-04-03,StarLits
用彩虹六号还原蔡徐坤鸡你太美,//www.bilibili.com/video/BV11b411p7ZC?from=search&seid=2102849929034512485,1.3万,25,2019-04-02,三饼老中医
【蔡徐坤】有人模仿我的脸，还有人模仿我打篮球qwq,//www.bilibili.com/video/BV1zb411p7Ts?from=search&seid=2102849929034512485,1.1万,73,2019-04-02,糖小姐的闺蜜圈
惊了，竟有八中学生在艺术节上模仿蔡徐坤打篮球,//www.bilibili.com/video/BV1pb411p78v?from=search&seid=2102849929034512485,1.5万,16,2019-04-02,我迎面就是当头劈下
当蔡徐坤变得苏维埃起来...,//www.bilibili.com/video/BV1Gb411s7f5?from=search&seid=2102849929034512485,1.3万,45,2019-03-31,斯大林Stalin同志
接下来的两年半 本喵要跟蔡徐坤教练学打篮球！,//www.bilibili.com/video/BV1Kb411s7HM?from=search&seid=2102849929034512485,9714,200,2019-03-30,A0260
还在嘲蔡徐坤不会打篮球？蔡徐坤在《天天向上》表演单手灌篮,//www.bilibili.com/video/BV1Vb41147b9?from=search&seid=2102849929034512485,1.3万,87,2019-03-24,呦呵桃子酱
蔡徐坤 唱 跳 rap 篮球 名场面 吴亦凡对不起!,//www.bilibili.com/video/BV1tb411e7Cb?from=search&seid=2102849929034512485,1.4万,53,2019-03-11,痛彻心扉的惆怅l
【虎扑采访】孙笑川评价蔡徐坤担任NBA新春贺岁大使,//www.bilibili.com/video/BV1hb411y7hj?from=search&seid=1738504496047381146,1.4万,93,2019-01-31,我不是渣你不是她
篮球也被娘炮攻陷？蔡徐坤当选NBA形象大使，遭数万球迷怒怼,//www.bilibili.com/video/BV1st411h7R5?from=search&seid=1738504496047381146,1.5万,78,2019-01-22,账号注销2422518
蔡徐坤成NBA形象大使遭抵制，又一个被虎扑怼的明星!,//www.bilibili.com/video/BV1Ft411h7cd?from=search&seid=1738504496047381146,1.4万,105,2019-01-22,sherlock欧
孙笑川和他弟弟蔡徐坤互秀球技，谁才是篮球之王,//www.bilibili.com/video/BV19t41187ab?from=search&seid=1738504496047381146,1.6万,45,2019-01-21,木九天520
190118-NBA新春贺岁2019宣传片合集 3支+英语版【蔡徐坤】,//www.bilibili.com/video/BV1Ft411a7ks?from=search&seid=1738504496047381146,1.2万,30,2019-01-18,August_babygirl
艾热问小鬼打篮球有没有蔡徐坤好，引热议你怎么看？,//www.bilibili.com/video/BV11T4y1J7Tb?from=search&seid=1738504496047381146,2164,0,2020-06-24,嘻哈狗Dog
什么？钟美美老师模仿蔡徐坤打篮球？后两排  别睡了！  站起来！看老师我如何模仿蔡徐坤。,//www.bilibili.com/video/BV1Gg4y1q7Cp?from=search&seid=1738504496047381146,2736,8,2020-06-04,付大德
蔡徐坤打篮球原版视频,//www.bilibili.com/video/BV1MD4y1d7Qh?from=search&seid=1738504496047381146,18,0,2020-10-11,Dlo不做人了
【名场面】新说唱选手FreeC被小火箭Gank！你是不是要找蔡徐坤练唱跳rap篮球？,//www.bilibili.com/video/BV1Na4y1e73A?from=search&seid=1738504496047381146,2333,0,2020-06-26,KiraraRAP
[营销号]用营销号的方法打开蔡徐坤打篮球是什么样的,//www.bilibili.com/video/BV1RV411d7XT?from=search&seid=1738504496047381146,2535,41,2020-05-04,70140220712_bili
肖战成功解救蔡徐坤，这时坤坤说自己只是爱好打篮球，对不起坤坤,//www.bilibili.com/video/BV1x7411f7PN?from=search&seid=1738504496047381146,4050,10,2020-03-16,入户习习门
【青你2】救命！蔡徐坤提B站篮球梗也太搞笑了吧哈哈哈哈,//www.bilibili.com/video/BV1LE41157Ys?from=search&seid=1738504496047381146,4273,4,2020-03-13,少年郎猫捡球
蔡徐坤打篮球恶搞鬼畜视频的农村田园生活,//www.bilibili.com/video/BV1v7411H7Hq?from=search&seid=1738504496047381146,5356,13,2020-02-05,栗纸次糖yang
【蔡徐坤】下山,//www.bilibili.com/video/BV19J411x7zp?from=search&seid=1738504496047381146,5027,38,2019-12-21,沙雕少年xx
当科比看到蔡徐坤打篮球！,//www.bilibili.com/video/BV1fJ411k7yA?from=search&seid=1738504496047381146,6522,11,2019-12-12,究极者
UP主第一次把自己打篮球的视频拍下来 网友:这不是蔡徐坤吗？,//www.bilibili.com/video/BV1pJ411B7ZB?from=search&seid=1738504496047381146,6374,3,2019-12-04,篮球信息速递
给蛤蟆看蔡徐坤打篮球会怎样之后续—被ikun们在微博发律师函是怎样的体验？,//www.bilibili.com/video/BV1oJ41127kb?from=search&seid=1738504496047381146,6886,0,2019-11-17,布偶猫的小丑蛙
[MIUI11]把蔡徐坤打篮球视频当做手机息屏显示会是什么样的体验。,//www.bilibili.com/video/BV1WE411h746?from=search&seid=1738504496047381146,6749,3,2019-10-28,洗洗洗8
【鸡你太美】【蔡徐坤】2分钟让你的代码具有 唱！跳！rap！篮球！注入灵魂！！,//www.bilibili.com/video/BV1x4411C7eG?from=search&seid=1738504496047381146,4668,16,2019-09-08,369PIE
【特效xMUGEN】蔡徐坤vs大小姐（中）,//www.bilibili.com/video/BV1P4411R7gC?from=search&seid=1738504496047381146,7613,26,2019-08-23,啊空酱
用蔡徐坤的方式打开猫和老鼠,//www.bilibili.com/video/BV1r4411o7ZY?from=search&seid=15325044578344270237,7477,28,2019-08-19,幽默君儿kxc
ikun眼中的蔡徐坤，友军眼中的蔡徐坤，外国人眼中的蔡徐坤！,//www.bilibili.com/video/BV1g4411Q7Rc?from=search&seid=15325044578344270237,7357,245,2019-08-12,来自星星的老男孩
蔡徐坤 vs 安妮！ 我的召唤物才是最强的！（结尾打篮球！）,//www.bilibili.com/video/BV1X4411X7Wf?from=search&seid=15325044578344270237,9460,53,2019-08-11,怎么都能钩中你
癌鲲日常：给坤坤做一个篮球魔女庆祝蔡徐坤生日!,//www.bilibili.com/video/BV1Pt411u7ah?from=search&seid=15325044578344270237,6237,63,2019-08-02,永恒银风シ
【李云龙】教蔡徐坤打篮球,//www.bilibili.com/video/BV1vt411j7q3?from=search&seid=15325044578344270237,8492,67,2019-07-25,川普卧底指挥部
【蔡徐坤】听说B站许多用户都是cxk黑粉？尝试用模拟人生洗白坤坤,//www.bilibili.com/video/BV1nt411j7dv?from=search&seid=15325044578344270237,7216,54,2019-07-25,伍分钟热度
爆破蔡徐坤家母鲲，《卧底日记》第二期，持续更新,//www.bilibili.com/video/BV1Vt411V7nV?from=search&seid=15325044578344270237,7433,41,2019-07-13,七号手记人偶七笙
【蔡徐坤】牵丝戏,//www.bilibili.com/video/BV1Gt411L7eN?from=search&seid=15325044578344270237,6091,110,2019-07-12,小狐狸-阿九
